,y
3710,0.0
781,4.574710978503383
4104,0.0
4223,0.0
541,0.0
711,5.986452005284437
3044,0.0
3186,0.0
2726,4.634728988229637
630,0.0
254,0.0
3218,0.0
2471,0.0
882,3.7135720667043084
2603,1.0986122886681098
3794,0.0
1240,0.0
4063,7.670428522190693
4932,0.0
1875,3.6375861597263857
1171,0.0
4656,5.641907070938113
4968,3.610917912644224
2362,0.0
2093,0.0
2416,0.0
588,0.6931471805599453
790,2.8903717578961645
2276,0.0
1144,0.0
1329,0.0
2796,0.0
4851,0.0
3501,0.0
4712,0.0
75,0.0
2054,0.0
4597,0.0
3512,0.0
3120,6.661854740545311
2290,0.0
554,0.0
4448,0.0
1466,2.3978952727983707
4088,6.981934677156389
1735,0.0
1101,4.653960350157523
3513,0.0
4073,4.290459441148391
4643,0.0
1847,0.0
945,0.0
3264,0.0
842,0.0
1752,0.0
2996,0.0
2389,0.0
4322,0.0
4087,6.947937068614969
3435,0.0
968,0.0
4092,6.946013991099227
2636,0.0
1281,0.0
225,0.0
4517,0.0
755,0.0
4446,0.0
3504,0.0
2293,0.0
3650,0.0
3755,0.0
845,0.0
572,0.0
3816,0.0
4286,0.0
2233,0.0
1131,0.0
3660,0.0
1624,1.0986122886681098
3628,0.0
154,0.0
476,2.302585092994046
4831,0.0
4905,0.0
81,0.0
1039,1.6094379124341005
1690,0.0
4018,0.0
2728,1.0986122886681098
1651,3.1354942159291497
551,6.428105272684597
4822,0.0
4952,3.5263605246161616
1087,5.170483995038151
2079,0.0
382,0.0
1099,4.262679877041316
3882,0.0
2487,0.0
482,4.0943445622220995
1924,0.0
2336,5.0751738152338275
4041,0.0
3450,0.0
2166,0.0
918,0.0
984,0.0
3190,6.527957917622549
473,2.302585092994046
2625,0.0
1120,0.0
4378,0.0
4955,4.543294782270004
89,0.0
850,0.0
3361,0.0
2133,0.0
2343,6.849066282633458
297,9.040144994980068
4298,0.0
527,0.0
4371,0.0
442,0.0
72,0.0
2933,0.0
1684,0.0
3072,2.7080502011022096
1138,0.0
2355,0.0
2399,0.0
2161,0.0
2318,0.0
1006,0.0
4786,0.0
4270,5.814130531825067
1475,4.90527477843843
83,0.0
2289,0.0
4500,0.0
3207,0.0
4570,0.0
4375,0.0
3994,0.0
3771,0.0
47,3.8712010109078916
2831,0.0
1963,0.0
2702,0.0
397,0.0
1507,0.0
2243,0.0
1884,4.955827057601262
4541,0.0
3542,0.0
3883,0.0
4425,0.0
986,0.0
3204,0.0
4338,0.0
484,0.0
4654,5.932245187448012
237,0.0
4028,0.0
3259,0.0
471,0.0
2821,5.627621113690636
1104,0.0
2635,0.0
802,5.9939614273065684
3078,4.718498871295094
4798,0.0
2684,0.0
2305,0.0
3904,0.0
4381,0.0
104,0.0
1737,0.0
3878,0.0
3638,0.0
3833,0.0
3568,0.0
2855,0.0
1928,0.0
3727,4.927253685157205
34,0.0
197,0.0
3923,2.4849066497880004
4379,0.0
2527,0.0
4470,1.0986122886681098
817,0.0
564,0.0
2245,0.0
4091,6.933423025730715
2300,0.0
74,0.0
855,3.7612001156935615
309,0.0
4726,0.0
282,0.0
2969,0.0
3408,0.0
4186,0.0
547,0.0
4353,0.0
4957,3.0910424533583165
1914,0.0
3521,0.0
2954,0.0
1158,0.0
1680,0.0
720,4.343805421853683
291,0.0
3766,0.0
540,0.0
3803,0.0
4737,0.0
1036,3.737669618283368
1882,3.8501476017100575
2366,0.0
1047,2.19722457733622
4158,5.627621113690636
2183,0.0
267,0.0
872,6.442540166468199
2863,0.0
689,5.986452005284437
4813,0.0
60,5.872117789475416
3866,0.0
4972,5.7745515455444085
1189,0.0
1488,4.948759890378168
2894,3.1354942159291497
2981,0.0
4372,0.0
3263,0.0
4,0.0
395,0.0
4455,0.0
4676,0.0
535,0.0
3814,0.0
4474,0.0
3663,0.0
2478,0.0
602,0.0
2854,0.0
581,0.0
1437,0.0
2534,0.0
195,0.0
1263,1.0986122886681098
172,0.0
4031,0.0
2013,0.0
2007,0.0
3500,0.0
1409,1.9459101490553128
3194,6.284134161070802
2192,0.0
924,0.0
702,0.0
1013,5.739792912179233
3510,0.0
3485,0.0
1173,0.0
1562,0.0
3675,0.0
1447,0.0
1641,1.3862943611198906
2672,0.0
1300,0.0
642,0.0
2807,1.0986122886681098
1430,0.0
3133,1.9459101490553128
2402,0.0
2670,0.0
2727,2.8332133440562166
2048,0.0
3274,0.0
4144,0.0
1239,0.0
437,0.0
415,0.0
4370,9.870809390145547
4653,6.580639137284948
4227,0.0
982,0.0
1164,0.0
1779,0.0
2136,8.568836424568076
4536,1.0986122886681098
1993,0.0
1918,0.0
3856,4.043051267834549
586,0.6931471805599453
595,1.3862943611198906
1811,0.0
812,0.0
1949,0.0
1070,0.0
4701,0.0
1167,0.0
1221,0.0
1930,0.0
3684,0.0
3347,0.0
2569,0.0
220,0.0
4807,4.31748811353631
1065,0.0
462,0.6931471805599453
1692,0.0
4019,0.0
3541,6.369900982828227
3941,0.0
1309,0.0
3032,0.0
774,5.44673737166631
1335,2.8903717578961645
305,0.0
1504,0.0
911,0.0
439,0.0
713,5.37989735354046
4576,7.3864708488298945
2106,0.0
3399,0.0
1501,0.0
4363,0.0
1024,6.532334292222348
2045,0.0
1082,2.6390573296152584
4703,0.0
3392,0.0
2113,6.439350371100098
734,6.854354502255021
1674,0.0
2159,0.0
2973,0.0
2256,0.0
1074,0.0
1796,0.0
3287,0.0
4202,0.0
1330,0.0
3931,4.343805421853683
3111,0.0
4273,7.220373836723948
65,5.877735781779639
3724,7.453561871643371
4743,0.0
1610,0.0
1643,0.6931471805599453
1219,0.0
1604,0.0
357,0.0
3178,0.0
530,0.0
2372,0.0
4809,0.0
1093,1.6094379124341005
1765,0.0
3715,0.0
985,0.0
3507,0.0
2107,0.0
3698,0.0
3272,0.0
2815,2.302585092994046
3228,0.0
3064,2.302585092994046
4695,0.0
1288,0.0
3265,0.0
137,4.110873864173311
973,0.0
1648,1.791759469228055
2354,0.0
615,0.0
3413,0.0
3202,0.0
1858,0.0
4257,5.556828061699537
3035,0.0
4214,0.0
4864,0.0
4817,0.0
3690,0.0
2104,0.0
2379,0.0
1366,0.0
414,0.0
2601,0.6931471805599453
2818,2.302585092994046
2174,0.0
3331,7.25063551189868
1040,3.737669618283368
3067,2.8903717578961645
4326,0.0
508,0.0
2950,0.0
3324,5.416100402204419
1781,0.0
4766,0.0
4441,0.0
3812,0.0
3315,5.111987788356544
543,0.0
4569,0.0
3406,0.0
223,0.0
3685,0.0
2968,0.0
1402,1.0986122886681098
3339,0.0
2733,4.6443908991413725
180,0.0
3802,0.0
2229,0.0
1322,0.0
4784,3.80666248977032
2889,3.4339872044851463
539,0.0
289,0.0
975,0.0
2711,0.0
2444,0.0
2914,0.0
41,0.0
4263,6.331501849893692
3511,0.0
4961,4.127134385045092
3373,0.0
4589,0.0
3530,0.0
4246,0.0
876,2.4849066497880004
1391,0.6931471805599453
506,0.0
3444,8.34283980427146
1014,6.226536669287466
387,0.0
2378,0.0
307,0.0
1336,2.302585092994046
1863,1.0986122886681098
4564,0.0
3279,0.0
1255,2.302585092994046
3434,0.0
340,0.0
1801,0.0
4646,0.0
3316,4.736198448394496
4383,0.0
2824,5.181783550292085
4539,1.6094379124341005
747,0.0
4013,0.0
3489,0.0
2053,0.0
1503,0.0
4146,0.0
4224,0.0
1780,0.0
2448,0.0
765,0.0
925,0.0
856,4.248495242049359
4862,0.0
1270,0.0
4307,0.0
3084,1.3862943611198906
1114,0.0
4716,0.0
2948,0.0
751,0.0
4165,0.0
3227,0.0
151,0.0
1032,6.968850378341948
3106,0.0
346,0.0
2630,0.0
1670,0.0
706,3.6635616461296463
4644,0.0
2358,0.0
3525,0.0
1400,2.19722457733622
1017,5.950642552587727
2761,0.0
1649,1.0986122886681098
3558,0.0
1502,0.0
87,0.0
521,0.0
4521,0.0
1556,0.0
2346,0.0
2928,0.0
4878,0.0
2385,0.0
1201,0.0
2135,9.256269303864585
3810,0.0
3831,0.0
4638,0.0
3017,0.0
3656,5.375278407684165
1142,0.0
2227,0.0
10,0.0
4550,6.1441856341256464
3537,0.0
4278,7.372746366404328
3125,6.882437470997847
3468,0.0
3993,0.0
1845,0.0
2099,0.0
569,0.0
3253,0.0
4194,0.0
1408,0.0
3499,0.0
3651,0.0
3682,0.0
3659,0.0
3464,0.0
1332,0.0
1647,1.3862943611198906
3792,0.0
3770,0.0
688,5.929589143389895
822,0.0
2274,0.0
3587,7.5126175446745105
2703,0.0
1677,6.6359465556866475
1149,3.258096538021482
2463,0.0
3446,8.404919948933452
3626,0.0
2114,7.741099090035366
3353,0.0
3403,0.0
3196,6.343880434126331
3415,0.0
3116,0.0
3927,2.772588722239781
917,0.0
3936,0.0
3458,0.0
4471,3.218875824868201
559,0.0
2837,0.0
707,4.812184355372417
2535,0.0
583,1.0986122886681098
1208,0.0
2351,0.0
422,0.0
3687,0.0
875,2.4849066497880004
4482,2.302585092994046
2708,0.0
3092,2.19722457733622
1566,0.0
4239,0.0
227,0.0
826,0.0
2963,0.0
4295,0.0
1636,2.19722457733622
3318,5.313205979041787
4605,0.0
3376,0.0
1190,0.0
4829,0.0
4615,0.0
1569,0.0
2946,0.0
2134,0.0
2883,2.19722457733622
1808,0.0
825,0.0
499,0.0
4305,0.0
3357,5.2832037287379885
816,0.0
1316,0.0
2905,0.0
509,0.0
146,0.0
4181,0.0
4675,0.0
4585,0.0
1536,0.0
4792,0.0
1196,0.0
2390,0.0
470,1.0986122886681098
3746,1.9459101490553128
2461,0.0
1789,0.0
4130,0.0
204,0.0
2005,0.0
4640,0.0
2479,0.0
1754,0.0
1215,0.0
2823,5.0238805208462765
4424,0.0
3976,0.0
1451,0.6931471805599453
2215,0.0
4048,3.4339872044851463
1903,1.6094379124341005
979,0.0
549,0.0
4776,0.0
3708,0.0
2266,0.0
3104,5.857933154483459
1425,1.3862943611198906
3306,2.9957322735539913
576,0.0
1452,1.791759469228055
3183,0.0
445,0.0
3951,0.0
4860,0.0
627,0.0
347,0.0
341,7.942717540573791
4210,0.0
4821,0.0
777,4.9836066217083355
2800,0.0
2902,0.0
303,0.0
926,0.0
3992,0.0
675,0.0
4172,0.0
2308,0.0
584,0.6931471805599453
2012,0.0
3191,5.521460917862246
4596,0.0
3052,0.0
241,0.0
1862,6.679599185844383
1479,4.820281565605037
3961,0.0
3006,0.0
3731,1.6094379124341005
3123,7.067319848653476
170,0.0
2382,0.0
896,5.3471075307174685
2404,0.0
1376,0.0
3282,0.0
3189,6.284134161070802
3834,0.0
3237,0.0
477,1.9459101490553128
3121,6.697034247666483
337,0.0
1895,3.0445224377234235
320,0.0
2129,0.0
3422,0.0
635,0.0
620,9.287301413112312
3821,0.0
2388,0.0
1658,0.0
2102,0.0
3159,0.0
3729,2.9444389791664403
3244,0.0
3747,3.0910424533583165
2873,0.0
3871,0.0
3620,0.0
2930,0.0
681,0.0
2312,0.0
1709,1.9459101490553128
2298,4.499809670330264
3683,0.0
1261,1.6094379124341005
4476,2.8903717578961645
3031,0.0
1950,0.0
4387,0.0
3966,0.0
3697,0.0
735,6.663132695990803
536,0.0
3909,0.0
3732,1.3862943611198906
1349,6.028278520230697
866,4.990432586778736
1127,0.0
4869,3.6375861597263857
122,1.9459101490553128
4951,1.3862943611198906
1767,0.0
3897,0.0
2762,0.0
1607,0.0
2095,0.0
4128,0.0
3309,4.02535169073515
1797,0.0
4903,0.0
1506,0.0
4160,5.986452005284437
4865,0.0
3463,0.0
1193,0.0
1220,0.0
1194,4.634728988229637
2364,0.0
4089,7.302496423727327
1698,0.0
2645,0.0
4331,0.0
2190,0.0
370,0.0
485,0.0
4574,8.331104548053041
520,0.0
571,0.0
2281,0.0
1943,0.0
947,0.0
3570,0.0
4583,0.0
1489,4.8828019225863715
3721,0.0
4511,0.0
1096,4.248495242049359
2124,0.0
2610,1.791759469228055
3595,0.0
510,0.0
3851,3.1780538303479458
2945,0.0
1359,0.0
1107,0.0
533,0.0
2426,0.0
2583,3.0910424533583165
2168,0.0
3295,1.791759469228055
4489,0.0
3075,4.691347882229144
4787,0.0
3077,4.836281906951479
1730,0.0
4462,0.0
1002,0.0
4578,0.0
2717,1.3862943611198906
4614,0.0
3738,2.772588722239781
883,4.7535901911063645
1688,0.0
1347,4.804021044733257
4174,0.0
1708,2.8332133440562166
2785,0.0
4493,0.0
670,0.0
1266,0.0
3068,2.6390573296152584
1551,0.0
2325,5.2626901889048865
4488,0.0
4747,0.0
3546,0.0
4530,0.0
2735,4.762173934797756
4005,0.0
1365,0.0
2225,0.0
4236,0.0
2543,0.0
363,7.557472901614746
3307,4.262679877041316
2359,0.0
2333,6.042632833682381
4219,0.0
614,0.0
1760,0.0
91,0.0
1644,1.3862943611198906
4241,0.0
1964,0.0
2633,0.0
4985,4.867534450455582
3465,0.0
4837,0.0
3090,2.9957322735539913
1661,0.0
2401,0.0
4469,1.3862943611198906
3696,0.0
3393,0.0
258,0.0
1496,0.0
1602,0.0
4230,0.0
3187,6.278521424165843
4044,0.0
2323,4.955827057601262
4152,0.0
970,0.0
4805,0.0
1305,0.0
3278,0.0
2284,0.0
2500,0.0
1782,0.0
1363,0.0
1468,1.791759469228055
1945,0.0
3137,2.4849066497880004
2650,0.0
270,0.0
4935,0.0
4542,0.0
1696,0.0
4376,0.0
3881,0.0
1911,0.0
4965,4.836281906951479
1819,0.0
406,0.0
1805,0.0
2573,1.3862943611198906
4988,5.429345628954442
4697,0.0
4444,0.0
4833,0.0
4481,2.8903717578961645
1544,0.0
463,0.0
1223,0.0
4487,0.0
3929,3.1780538303479458
1091,1.791759469228055
691,1.0986122886681098
1241,0.0
103,0.0
3782,0.0
1631,3.4011973816621555
3423,0.0
683,0.0
2941,0.0
3152,0.0
4069,7.945555428253488
2722,2.3978952727983707
3762,0.0
4207,0.0
2080,0.0
199,0.0
2781,5.247024072160486
3607,0.0
2121,0.0
3658,0.0
1813,0.0
2350,0.0
39,0.0
68,7.670894831362117
2410,0.0
2182,0.0
3294,3.7135720667043084
679,0.0
4139,0.0
4283,0.0
3884,0.0
2528,0.0
365,6.349138991379798
733,6.726233402358747
3787,0.0
2341,5.7745515455444085
2071,0.0
954,0.0
287,0.0
4913,0.0
2549,5.955837369464831
2167,0.0
3157,0.0
2425,0.0
1581,0.0
2028,0.0
2062,0.0
3124,6.892641641172088
3177,0.0
2556,0.6931471805599453
2311,0.0
4661,4.890349128221754
2637,0.0
2066,9.495820020872763
4067,7.88758403166028
793,3.1354942159291497
4243,0.0
4249,0.0
1732,0.0
3573,0.0
1097,4.584967478670572
1597,0.0
1293,0.0
3915,1.6094379124341005
3155,0.0
3492,0.0
2769,0.0
2056,0.0
2130,0.0
4873,4.189654742026425
828,0.0
4680,0.0
3461,0.0
3902,0.0
4871,3.8501476017100575
3784,0.0
1595,0.0
3379,0.0
4269,5.638354669333745
764,0.0
4096,0.0
2591,2.8332133440562166
2525,0.0
1592,0.0
3319,5.62040086571715
1421,1.6094379124341005
654,0.0
2677,0.0
283,0.0
3945,0.0
4053,4.762173934797756
2259,0.0
2026,0.0
4885,0.0
3258,0.0
4630,0.0
1445,0.0
981,0.0
4023,0.0
1153,0.0
2739,0.6931471805599453
674,0.0
468,0.6931471805599453
3564,6.62273632394984
4964,4.68213122712422
429,0.0
2936,0.0
1555,0.0
1129,0.0
1210,0.0
916,0.0
166,0.0
4197,0.0
3096,2.6390573296152584
4719,0.0
2949,0.0
2494,0.0
1000,0.0
1178,0.0
56,5.733341276897747
208,0.0
2111,0.0
3390,0.0
1307,0.0
1440,0.0
425,0.0
697,1.3862943611198906
3604,0.0
1265,0.0
4429,0.0
3378,0.0
1593,0.0
2301,0.0
492,0.0
961,0.0
1860,0.0
2851,0.0
4447,0.0
978,0.0
3144,4.442651256490317
819,0.0
1826,0.0
3277,0.0
3601,0.0
1467,2.079441541679836
4222,0.0
621,0.0
4840,0.0
3528,0.0
1778,0.0
3059,2.302585092994046
336,0.0
3290,3.688879454113936
1083,4.290459441148391
2607,1.9459101490553128
390,0.0
737,0.0
113,0.0
1068,0.0
937,0.0
2299,5.594711379601838
1873,3.828641396489095
4608,0.0
1015,5.337538079701318
257,0.0
3158,0.0
1339,3.9318256327243257
1152,0.0
2264,0.0
992,0.0
4076,4.709530201312334
2558,0.6931471805599453
1009,0.0
2975,0.0
2816,2.4849066497880004
526,0.0
3752,0.0
132,2.079441541679836
2462,0.0
35,0.0
441,0.0
64,5.87493073085203
2029,0.0
1668,0.0
4374,0.0
1282,0.0
2175,0.0
638,0.0
3642,0.0
1224,0.0
3172,0.0
4642,0.0
1218,0.0
1598,0.0
2725,0.0
3551,0.0
3728,2.5649493574615367
767,0.0
2572,1.3862943611198906
4190,0.0
1294,0.0
4748,0.0
4413,3.828641396489095
1108,0.0
1659,0.0
1744,0.0
1278,0.0
3495,5.82600010738045
4238,0.0
129,2.9957322735539913
2700,0.0
2255,0.0
3900,0.0
