,y
4043,0.0
4204,0.0
3407,0.0
452,0.0
1234,0.0
4497,0.0
1719,3.8501476017100575
4763,0.0
2964,0.0
459,4.382026634673881
3974,0.0
680,0.0
2009,0.0
2466,0.0
1747,0.0
2934,0.0
1954,6.267200548541362
361,7.9157131993821155
1804,0.0
3761,0.0
3022,0.0
202,0.0
934,0.0
4297,0.0
4710,0.0
4841,0.0
124,1.791759469228055
4504,0.0
4736,0.0
1965,0.0
2515,0.0
4109,5.442417710521793
446,0.0
3973,0.0
4009,0.0
3905,0.0
3963,0.0
3214,0.0
1757,0.0
1588,0.0
935,0.0
1450,1.6094379124341005
4157,5.062595033026967
3234,0.0
1353,6.6025878921893355
2819,2.8903717578961645
1188,0.0
217,0.0
1415,2.079441541679836
4229,0.0
3312,4.955827057601262
4365,0.0
877,3.0910424533583165
4272,6.946013991099227
2022,0.0
66,6.29156913955832
3432,0.0
1481,4.48863636973214
4461,0.0
736,0.0
1846,0.0
272,0.0
1490,5.934894195619588
4688,0.0
3844,4.442651256490317
4709,0.0
4080,3.8712010109078916
1944,0.0
660,0.0
1446,0.0
2801,0.0
2903,0.0
288,0.0
1776,0.0
1357,0.0
3678,0.0
3772,0.0
3910,6.926577033222724
4927,0.0
3112,0.0
226,0.0
760,0.0
514,0.0
3847,2.8903717578961645
1605,0.0
4866,0.0
4870,3.4657359027997265
3701,6.326149473155099
4102,0.0
800,4.90527477843843
768,0.0
193,0.0
3475,0.0
742,0.0
2891,4.043051267834549
1454,1.3862943611198906
612,0.0
1870,2.3978952727983707
4046,0.0
401,0.0
3854,3.1354942159291497
849,0.0
3768,0.0
1728,0.0
374,0.0
537,0.0
3922,3.218875824868201
3555,0.0
1007,0.0
4781,0.0
3807,0.0
3508,0.0
578,0.0
692,3.4339872044851463
1611,0.6931471805599453
2734,5.135798437050261
4883,0.0
4835,0.0
655,0.0
444,0.0
1829,0.0
3891,0.0
1228,0.0
3431,0.0
3488,0.0
2896,4.219507705176107
590,0.0
1575,0.0
478,2.079441541679836
4699,0.0
4403,2.772588722239781
2656,0.0
2396,0.0
3849,2.3978952727983707
4652,6.159095388491932
2660,0.0
1871,2.7080502011022096
3354,0.0
2620,6.669498089857878
465,0.0
743,0.0
2751,3.1354942159291497
3539,0.0
182,0.0
242,0.0
2716,0.0
1394,0.0
1053,3.4011973816621555
4303,0.0
653,0.0
148,0.0
708,4.7535901911063645
3404,0.0
23,0.0
1285,0.0
1957,0.0
2260,0.0
1532,0.0
1436,0.0
919,0.0
1199,0.0
2216,0.0
4529,0.0
469,0.0
4812,0.0
3330,7.4223737009868245
106,0.0
1484,4.605170185988092
4103,0.0
350,0.0
1509,0.0
1260,2.19722457733622
48,4.189654742026425
238,0.0
712,6.78332520060396
1443,0.0
4645,0.0
4928,0.0
3400,0.0
3791,0.0
4211,0.0
2663,0.0
2718,1.791759469228055
2613,6.548219102762372
4156,5.638354669333745
2511,0.0
900,0.0
3345,0.0
3934,0.0
1931,3.970291913552122
4689,0.0
4017,0.0
2771,0.0
3416,0.0
4794,0.0
3180,0.0
3091,1.9459101490553128
2254,0.0
2125,0.0
30,0.0
2306,0.0
1226,0.0
3216,0.0
2329,5.105945473900579
173,0.0
2676,0.0
3138,2.8903717578961645
4594,0.0
859,3.0445224377234235
1972,0.0
1917,0.0
3811,0.0
3256,0.0
3669,0.0
2491,0.0
4877,0.0
807,0.0
1469,1.0986122886681098
2006,0.0
3150,3.828641396489095
3160,0.0
493,0.0
1623,1.0986122886681098
2651,0.0
4400,2.079441541679836
1001,0.0
2317,0.0
4707,0.0
1951,0.0
3908,0.0
3977,0.0
972,0.0
1308,0.0
3836,6.2633982625916245
2489,0.0
4108,4.060443010546419
3649,0.0
3473,0.0
4330,0.0
2811,0.6931471805599453
3707,0.0
4226,0.0
4579,0.0
4503,0.0
2642,0.0
1663,0.0
1701,0.0
16,0.0
4341,0.0
1058,0.0
640,0.0
2659,0.0
3010,0.0
2169,0.0
2813,1.0986122886681098
4171,0.0
4698,0.0
1186,0.0
2662,0.0
4155,5.493061443340548
3982,0.0
1716,2.19722457733622
2960,0.0
2469,0.0
1966,0.0
1920,0.0
4456,0.0
3862,4.477336814478207
2965,0.0
585,0.6931471805599453
3105,0.0
36,0.0
1072,0.0
76,0.0
2238,0.0
3225,0.0
4192,0.0
997,0.0
4234,0.0
2368,0.0
4825,0.0
3252,0.0
2049,0.0
1407,1.0986122886681098
1905,1.0986122886681098
639,0.0
375,0.0
3599,0.0
2170,0.0
4020,0.0
1327,0.0
2786,0.0
2793,0.0
4258,5.365976015021852
4832,0.0
1384,0.0
189,0.0
1515,0.0
4796,0.0
4901,0.0
3774,0.0
2059,0.0
353,0.0
4753,0.0
3470,0.0
2248,0.0
4112,6.774223886357614
1383,0.6931471805599453
1628,2.9957322735539913
3753,0.0
3093,2.9957322735539913
2495,0.0
4099,0.0
2326,5.247024072160486
3239,0.0
4075,4.6443908991413725
2929,0.0
1470,1.9459101490553128
1839,0.0
3832,0.0
240,0.0
1517,0.0
2163,0.0
676,0.0
4304,0.0
4673,0.0
3127,7.496652438168282
3948,0.0
1382,0.0
1205,0.0
2454,0.0
2919,0.0
4624,0.0
1027,6.938284484016959
1019,5.44673737166631
1816,0.0
4029,0.0
4514,0.0
4394,1.6094379124341005
2830,0.0
3230,0.0
2392,0.0
3055,0.0
1483,4.727387818712341
3405,0.0
2373,0.0
4187,0.0
3297,2.19722457733622
2367,0.0
3781,0.0
2623,0.0
1292,0.0
852,3.0910424533583165
2814,0.6931471805599453
3176,0.0
1617,1.0986122886681098
2826,6.159095388491932
2614,5.655991810819852
4634,0.0
4907,0.0
2867,0.0
4552,6.651571873589728
3804,0.0
4945,9.345482965918476
140,0.0
1589,0.0
3527,0.0
3819,0.0
2437,4.919980925828125
4923,0.0
820,0.0
4252,0.0
2745,1.791759469228055
4467,1.3862943611198906
3193,5.968707559985366
2532,0.0
1136,0.0
1817,0.0
229,1.3862943611198906
999,0.0
2715,1.0986122886681098
3523,0.0
4543,3.4011973816621555
2580,5.1647859739235145
4090,7.257002707092072
24,0.0
1118,0.0
2149,0.0
628,0.0
1471,3.332204510175204
261,0.0
1388,0.6931471805599453
3040,0.0
2553,1.3862943611198906
2422,0.0
1695,0.0
8,0.0
1606,0.0
1066,0.0
1902,1.9459101490553128
2411,0.0
4892,0.0
1713,2.3978952727983707
3061,2.772588722239781
400,0.0
4556,0.0
1994,0.0
1539,0.0
4558,0.0
3618,0.0
4414,3.9318256327243257
38,0.0
2292,0.0
3219,0.0
864,5.14166355650266
4802,0.0
4251,0.0
3926,2.302585092994046
1434,0.0
2440,0.0
2433,0.0
2375,0.0
4233,0.0
4360,0.0
207,0.0
3101,4.8283137373023015
2568,2.9957322735539913
1069,0.0
3350,0.0
2096,0.0
4049,3.2958368660043287
669,0.0
851,3.6635616461296463
3879,0.0
1654,2.3978952727983707
698,1.791759469228055
4242,0.0
293,0.0
4750,0.0
894,3.258096538021482
2724,2.8332133440562166
1325,0.0
2297,4.276666119016055
983,0.0
1112,0.0
631,0.0
1967,0.0
3590,0.0
212,0.0
4573,0.0
1609,0.0
4880,0.0
3004,0.0
1287,2.9444389791664403
2990,0.0
3336,0.0
2376,0.0
198,0.0
3506,0.0
3950,0.0
3846,3.688879454113936
3740,3.6635616461296463
2666,0.0
4909,0.0
1442,0.0
4418,0.0
2271,0.0
3553,0.0
523,0.0
4799,0.0
4434,6.715383386334682
1934,0.0
4040,0.0
4780,0.0
3429,0.0
4193,0.0
4364,0.0
2631,0.0
3888,0.0
3171,0.0
2876,0.0
3925,2.7080502011022096
3438,0.0
4978,4.795790545596741
4167,0.0
821,0.0
1204,0.0
4015,0.0
4426,0.0
2446,0.0
3000,0.0
1664,0.0
2439,0.0
2939,0.0
4532,0.0
3493,0.0
3979,0.0
2085,0.0
2509,0.0
2307,0.0
3630,0.0
1645,1.3862943611198906
3930,3.258096538021482
3861,3.970291913552122
4966,3.6375861597263857
750,0.0
2420,0.0
1161,0.0
2596,4.02535169073515
2885,1.6094379124341005
2570,2.302585092994046
4617,0.0
2074,0.0
277,0.0
158,0.0
4198,0.0
1146,0.0
294,0.0
3813,0.0
977,0.0
259,0.0
2206,6.38856140554563
3200,0.0
1761,0.0
3018,0.0
2639,0.0
1168,0.0
2314,0.0
2893,3.6635616461296463
413,5.225746673713202
3582,0.0
3070,2.3978952727983707
4668,5.8944028342648505
1369,0.0
3875,0.0
904,0.0
2530,0.0
513,0.0
67,6.55250788703459
2585,3.0910424533583165
4184,0.0
3933,0.0
4677,0.0
4700,0.0
1726,0.0
2357,0.0
4435,6.2363695902037035
3310,5.123963979403259
1790,0.0
4347,0.0
4129,0.0
3873,0.0
4848,0.0
4591,0.0
2173,0.0
1936,0.0
2116,0.0
3576,0.0
1397,0.6931471805599453
1244,1.9459101490553128
3830,0.0
149,0.0
1172,2.19722457733622
2348,0.0
1192,0.0
184,0.0
887,2.3978952727983707
920,0.0
1818,0.0
1487,5.0751738152338275
2926,0.0
4195,0.0
3411,0.0
1872,1.9459101490553128
4148,0.0
4299,0.0
667,0.0
2899,0.0
672,0.0
1908,2.4849066497880004
2108,0.0
1646,1.0986122886681098
2035,0.0
1681,0.0
2231,0.0
264,0.0
3299,3.4339872044851463
1323,0.0
2504,2.079441541679836
596,2.19722457733622
92,0.0
1411,1.3862943611198906
4669,5.877735781779639
3030,0.0
4410,4.30406509320417
1691,0.0
209,0.0
3837,6.785587645007928
2696,0.0
2250,0.0
2395,0.0
3765,0.0
1500,0.0
4352,0.0
3858,4.867534450455582
1084,4.890349128221754
1267,0.0
1109,0.0
2749,1.3862943611198906
2978,0.0
3733,0.6931471805599453
634,0.0
4546,6.38856140554563
2882,0.6931471805599453
3490,0.0
2315,0.0
3322,5.267858159063328
2232,0.0
2162,0.0
3107,0.0
809,0.0
3170,0.0
3028,0.0
2875,1.6094379124341005
3254,0.0
3332,7.399398083331354
3029,0.0
4867,3.49650756146648
4621,0.0
3842,3.5263605246161616
51,5.5909869805108565
2353,0.0
4735,0.0
2128,0.0
4919,6.968850378341948
1037,4.31748811353631
4696,0.0
2774,0.0
369,0.0
3154,0.0
1969,0.0
3268,0.0
2713,0.0
1482,3.7841896339182615
1362,0.0
1514,0.0
2152,0.0
112,0.0
4240,0.0
168,0.0
2322,5.786897381366707
3857,4.0943445622220995
1599,0.0
575,0.0
3532,0.0
4354,0.0
4301,2.4849066497880004
4082,5.455321115357702
2602,1.6094379124341005
160,2.19722457733622
1245,0.0
1354,6.376726947898628
1289,0.0
3141,2.4849066497880004
139,0.0
1157,0.0
4266,4.948759890378168
3326,5.840641657373397
4949,3.0445224377234235
1115,0.0
2483,5.351858133476067
853,2.8903717578961645
3534,0.0
4421,0.0
2435,0.0
4557,0.0
4311,0.0
2258,0.0
53,4.955827057601262
2827,6.621405651764134
1493,6.79346613258001
2705,0.0
2434,0.0
4485,3.3672958299864737
2177,0.0
2194,0.0
4137,0.0
4515,0.0
619,0.0
995,0.0
3545,0.0
3942,0.0
1601,0.0
2841,0.0
2557,0.6931471805599453
1212,0.0
3935,0.0
167,0.0
4442,0.0
2001,0.0
3655,0.0
3780,0.0
4407,1.6094379124341005
4732,0.0
3829,0.0
4886,0.0
4713,0.0
2765,0.0
2828,6.700731109547809
663,0.0
515,0.0
4785,0.0
2709,0.0
356,0.0
2866,0.0
1431,0.0
4551,6.617402977974478
3341,0.0
2710,0.0
3668,0.0
529,0.0
3320,5.288267030694535
4030,0.0
59,4.84418708645859
948,0.0
3706,0.0
3622,0.0
281,0.0
1183,0.0
3348,0.0
1629,3.258096538021482
2782,5.303304908059076
4827,0.0
4714,0.6931471805599453
3577,0.0
4828,0.0
4154,5.541263545158426
451,0.0
1326,0.0
3229,0.0
2732,4.624972813284272
2901,0.0
3691,0.0
1276,0.0
1283,0.0
4683,0.0
1530,0.0
4004,0.0
805,0.0
4727,0.0
1529,0.0
2554,3.555348061489413
4404,1.9459101490553128
4691,9.617936541093304
49,5.135798437050261
1570,0.0
2691,0.0
1558,0.0
3054,0.0
1746,0.0
801,5.6937321388027
4382,0.0
1367,0.0
1310,3.737669618283368
3865,0.0
2897,4.852030263919617
424,0.0
4795,0.0
0,0.0
3709,0.0
3529,0.0
3457,0.0
4349,0.0
4399,3.1780538303479458
976,0.0
2034,0.0
1269,0.0
176,0.0
4463,2.19722457733622
3610,0.0
512,0.0
2584,3.258096538021482
1286,0.0
2967,0.0
1462,1.9459101490553128
2409,0.0
1812,0.0
3291,2.302585092994046
1139,0.0
3713,0.0
1855,0.0
4205,0.0
2384,0.0
766,0.0
1348,7.310550158534423
2482,4.787491742782046
4093,7.348587530927593
1054,3.6635616461296463
1317,0.0
179,0.0
3589,0.0
2578,3.737669618283368
2455,0.0
1262,1.6094379124341005
2356,0.0
2344,6.282266746896006
532,0.0
4401,3.555348061489413
4537,1.3862943611198906
4436,6.261491684321044
4494,0.0
380,0.0
1866,5.1929568508902095
4510,0.0
3346,0.0
3037,0.0
2681,0.0
4235,0.0
930,0.0
2626,0.0
2526,0.0
3594,0.0
4942,9.097059685517216
4987,5.575949103146316
3672,0.0
419,0.0
625,0.0
2087,0.0
3215,0.0
1480,4.84418708645859
4598,0.0
1059,0.0
1970,0.0
80,0.0
4633,0.0
73,0.0
4811,0.0
3173,0.0
2604,1.6094379124341005
3140,2.19722457733622
2880,1.0986122886681098
1252,0.6931471805599453
3793,0.0
3692,0.0
3636,0.0
3643,0.0
1894,2.5649493574615367
2598,4.3694478524670215
2589,2.302585092994046
1864,3.5263605246161616
1461,0.0
507,0.0
1181,0.0
214,0.0
488,0.0
1124,0.0
1257,0.6931471805599453
1541,0.0
388,0.0
2265,0.0
3065,2.4849066497880004
3293,2.19722457733622
3786,0.0
2211,0.0
1290,0.0
2510,0.0
2450,0.0
2995,0.0
861,4.61512051684126
4976,5.780743515792329
2552,7.822845290279774
455,0.0
2331,5.0751738152338275
815,0.0
3518,0.0
1086,4.897839799950911
2920,0.0
2638,0.0
1358,0.0
1576,0.0
2112,5.849324779946859
3130,3.737669618283368
4868,3.610917912644224
611,0.0
1279,0.0
604,0.0
3876,0.0
2777,0.0
2222,0.0
352,0.0
3001,0.0
3448,8.796943893541737
323,0.0
4631,0.0
4261,5.828945617610208
1998,0.0
3389,0.0
3427,0.0
1655,2.8903717578961645
2198,0.0
2082,0.0
3823,0.0
1405,5.003946305945459
25,0.0
1699,0.0
1705,2.302585092994046
2913,0.0
2067,9.532568788180546
622,0.0
2992,0.0
4163,0.0
4125,0.0
782,2.6390573296152584
1831,0.0
1274,0.0
2207,6.35088571671474
3129,1.3862943611198906
163,0.0
1753,0.0
2047,0.0
3946,0.0
3224,0.0
2870,0.0
2246,0.0
3280,0.0
3360,0.0
3688,0.0
3563,0.0
1198,0.0
408,0.0
142,0.0
22,9.54086639341985
2252,0.0
3260,0.0
1770,6.76849321164863
4255,0.0
1005,0.0
641,0.0
3767,0.0
2654,0.0
1343,2.302585092994046
384,0.0
888,1.791759469228055
1557,0.0
1085,3.5263605246161616
4327,0.0
531,0.0
3778,0.0
1853,0.0
1935,0.0
3387,0.0
3153,0.0
2447,0.0
1075,0.0
4912,0.0
2688,0.0
2931,0.0
1932,0.0
2767,0.0
1671,0.0
2438,0.0
2983,0.0
2109,0.0
2186,0.0
1148,0.0
786,1.6094379124341005
1585,0.0
3166,0.0
266,0.0
4859,0.0
3736,2.9957322735539913
360,7.521317980199241
1460,2.302585092994046
3421,0.0
3680,0.0
952,0.0
2160,0.0
4250,0.0
4899,0.0
3243,0.0
3372,0.0
2699,0.0
1574,0.0
4217,0.0
1955,0.0
4706,0.0
3337,0.0
2176,0.0
1313,0.0
4308,0.0
1331,0.0
1842,0.0
2208,0.0
2979,0.0
3436,0.0
4012,0.0
4150,0.0
754,0.0
3916,2.8332133440562166
1378,0.0
4852,0.0
980,0.0
2100,0.0
286,0.0
4317,0.0
3533,0.0
3088,3.2958368660043287
4484,3.80666248977032
3571,0.0
4256,5.5333894887275195
1154,0.0
1079,0.0
3008,0.0
1511,0.0
892,3.688879454113936
135,4.532599493153255
3261,0.0
4498,0.0
2191,0.0
211,0.0
433,0.0
3164,0.0
274,0.0
3012,0.0
88,0.0
2798,0.0
2324,5.1929568508902095
298,8.402455513945814
2545,0.0
567,0.0
3674,0.0
4549,5.7071102647488745
3776,0.0
3754,0.0
315,0.0
4711,0.0
2151,0.0
3662,0.0
3288,5.476463551931511
3117,0.0
522,0.0
2020,0.0
4329,0.0
2974,0.0
1275,0.0
3181,0.0
2413,0.0
2752,2.4849066497880004
528,0.0
4818,0.0
308,0.0
1505,0.0
3598,0.0
2496,0.0
1374,0.0
2619,6.937314081223682
1134,0.0
1203,0.0
3681,0.0
3220,0.0
1318,0.0
2647,0.0
2332,4.941642422609304
3969,0.0
833,0.0
2989,5.468060141135132
2110,0.0
1682,0.0
3034,0.0
2287,0.0
2380,0.0
4690,0.0
2004,0.0
4356,0.0
3978,0.0
2616,7.379632152609552
1166,0.0
629,0.0
4377,0.0
4460,0.0
4466,1.0986122886681098
727,3.2958368660043287
354,0.0
2140,0.0
2871,0.0
1861,0.0
1222,0.0
4843,0.0
4260,5.4510384535657
2508,0.0
3940,0.0
159,0.0
2787,0.0
1982,0.0
4513,0.0
2103,0.0
371,0.0
3482,0.0
2970,0.0
2131,0.0
3418,0.0
3424,0.0
1538,0.0
3554,0.0
4834,0.0
2475,0.0
2337,5.049856007249537
2744,1.6094379124341005
1553,0.0
239,0.0
1429,0.0
1978,0.0
3245,0.0
2817,3.0445224377234235
3671,0.0
2449,0.0
4216,0.0
3913,6.208590026096629
2202,0.0
618,0.0
2381,0.0
1090,3.332204510175204
295,0.0
430,0.0
279,0.0
3524,0.0
2629,0.0
949,0.0
3351,0.0
27,0.0
116,6.253828811575472
3014,0.0
2766,0.0
3987,0.0
3895,0.0
1656,0.0
722,4.890349128221754
4793,0.0
4926,0.0
969,0.0
3647,0.0
4051,4.6443908991413725
2746,1.791759469228055
3024,0.0
3151,0.0
1774,0.0
3386,0.0
4450,0.0
4350,0.0
950,0.0
1211,0.0
1428,0.0
4619,0.0
426,0.0
4906,0.0
175,0.0
1923,0.0
4797,0.0
593,1.3862943611198906
3395,0.0
4717,0.0
3593,0.0
4814,0.0
404,0.0
491,0.0
4575,7.2254814727822945
3494,0.0
2081,0.0
4244,0.0
824,0.0
2542,0.0
2847,0.0
4973,5.758901773877279
3673,0.0
847,0.0
2790,0.0
4606,0.0
3515,0.0
4659,4.7791234931115305
2935,0.0
4844,0.0
1711,1.0986122886681098
4592,0.0
1788,0.0
4512,0.0
3126,6.963189985870238
2291,0.0
4836,0.0
1370,0.0
2187,0.0
3298,2.079441541679836
2145,0.0
3712,0.0
409,0.0
2060,0.0
4002,0.0
4262,5.3706380281276624
2452,0.0
3246,0.0
3145,4.158883083359672
3267,0.0
3471,0.0
4612,0.0
3380,0.0
1841,0.0
951,0.0
1304,0.0
1209,0.0
2391,0.0
974,0.0
474,1.9459101490553128
4026,0.0
215,0.0
656,0.0
500,0.0
3235,0.0
3560,0.0
2519,0.0
1583,0.0
2285,0.0
1634,0.0
2036,0.0
538,0.0
4065,7.987864096085688
1130,0.0
3646,0.0
3038,0.0
3352,0.0
2063,0.0
3056,0.0
964,0.0
2922,0.0
496,0.0
311,0.0
131,3.0910424533583165
251,0.0
2014,0.0
1314,0.0
3566,0.0
3095,3.1354942159291497
1341,1.0986122886681098
2184,0.0
4290,0.0
647,0.0
594,1.3862943611198906
908,0.0
4538,1.0986122886681098
2632,0.0
810,0.0
4398,3.5263605246161616
247,0.0
4274,7.213768308118643
278,0.0
2407,0.0
29,0.0
1119,0.0
3363,0.0
3066,1.791759469228055
1731,0.0
3474,0.0
3311,5.913503005638269
2398,0.0
3477,0.0
4189,0.0
2286,0.0
2792,0.0
3169,0.0
2075,0.0
1877,2.19722457733622
147,0.0
659,0.0
4287,0.0
1974,0.0
4199,0.0
570,0.0
633,0.0
46,4.948759890378168
4490,0.0
649,0.0
1886,0.6931471805599453
4300,0.0
868,6.953684210870537
4066,7.766416898019655
890,1.3862943611198906
1320,0.0
4062,7.238496840894365
3099,4.955827057601262
4406,2.19722457733622
827,0.0
3069,2.7080502011022096
1543,0.0
3517,0.0
867,6.2363695902037035
1662,0.0
2023,0.0
33,0.0
1843,0.0
3559,0.0
1416,1.0986122886681098
4392,3.3672958299864737
2503,2.079441541679836
1057,2.8903717578961645
3567,0.0
597,2.3978952727983707
3058,4.9836066217083355
4035,0.0
860,4.043051267834549
3689,0.0
9,0.0
2138,8.130647968160584
4337,0.0
1984,0.0
789,2.6390573296152584
2310,0.0
2759,4.7535901911063645
2531,0.0
2879,0.0
3223,0.0
2196,0.0
848,0.0
1243,0.6931471805599453
4983,5.521460917862246
4778,0.0
78,0.0
4587,0.0
4118,0.0
2406,0.0
4050,4.477336814478207
3045,0.0
2083,0.0
1180,0.0
3460,0.0
2371,0.0
2,0.0
4861,0.0
1755,0.0
4011,0.0
1048,1.3862943611198906
1418,1.791759469228055
4722,0.0
862,4.4543472962535064
3863,3.951243718581428
4416,3.737669618283368
2551,5.3706380281276624
4933,0.0
2431,0.0
3797,0.0
310,0.0
1618,0.0
1092,3.1780538303479458
1940,0.0
3825,0.0
1229,0.0
4774,0.0
1733,0.0
4974,6.625392368007955
3750,0.0
3063,2.079441541679836
2622,0.0
1393,0.0
2834,0.0
2405,0.0
3009,0.0
4122,0.0
762,0.0
3890,0.0
4388,0.0
966,0.0
3314,5.313205979041787
3441,8.224431573221159
682,0.0
2546,0.0
991,0.0
914,0.0
4147,0.0
4183,0.0
185,0.0
922,0.0
4366,0.0
3556,0.0
1619,1.3862943611198906
1830,0.0
2484,0.0
3148,3.258096538021482
740,0.0
4402,4.204692619390967
971,0.0
2564,0.0
3962,0.0
1116,0.0
156,0.0
2467,0.0
3860,4.007333185232471
831,0.0
835,0.0
2825,5.1179938124167546
502,0.0
989,0.0
3937,0.0
923,0.0
2044,0.0
1980,0.0
249,0.0
3911,7.45876269238096
2683,0.0
1346,3.8918202981106265
4566,0.0
4332,0.0
3653,0.0
355,0.0
744,0.0
844,0.0
723,3.3672958299864737
1976,0.0
2955,0.0
2214,0.0
3648,0.0
3870,0.0
3292,2.302585092994046
4203,0.0
1258,2.302585092994046
2988,5.3612921657094255
85,0.0
746,0.0
1867,4.248495242049359
1315,0.0
3898,0.0
962,0.0
265,0.0
2428,0.0
4116,6.320768294250582
3086,2.5649493574615367
3139,2.9957322735539913
2069,10.080293928641973
1800,0.0
2235,0.0
3543,0.0
3062,2.8903717578961645
2212,0.0
4858,0.0
4705,0.0
1985,0.0
1371,0.0
2122,0.0
3907,0.0
4915,0.0
2057,0.0
4789,0.0
3947,0.0
2058,0.0
3711,0.0
2904,0.0
3838,6.846943139585379
4477,2.5649493574615367
4941,8.985069559645801
284,0.0
95,0.0
4767,0.0
2664,0.0
3955,0.0
3442,8.850230965588816
4247,0.0
4902,0.0
2649,0.0
2280,0.0
2521,0.0
3613,0.0
1284,0.0
4022,0.0
2003,0.0
2153,0.0
3764,0.0
2239,0.0
3932,3.828641396489095
4279,0.0
4151,0.0
43,0.0
3956,0.0
2802,0.0
3089,3.4339872044851463
4562,0.0
4479,3.951243718581428
1809,0.0
1003,0.0
3859,4.553876891600541
2393,0.0
1076,0.0
4881,0.0
3855,3.4339872044851463
3412,0.0
4265,5.351858133476067
300,0.0
2898,0.0
2507,0.0
942,7.9748769005588755
4508,0.0
2370,0.0
1259,3.1354942159291497
4339,0.0
2522,0.0
3156,0.0
4101,0.0
841,0.0
1868,2.6390573296152584
326,0.0
2436,5.056245805348309
3208,0.0
4639,0.0
1464,3.8918202981106265
3131,4.23410650459726
2061,0.0
2571,1.791759469228055
3103,4.976733742420574
3333,7.618742377670412
603,0.0
865,4.290459441148391
1890,0.6931471805599453
4042,0.0
4588,0.0
4528,0.0
3367,0.0
1280,0.0
830,0.0
3149,3.49650756146648
3799,0.0
1904,0.6931471805599453
2050,0.0
1302,0.0
328,0.0
1704,0.6931471805599453
2493,0.0
4938,0.0
4025,0.0
479,2.8332133440562166
3629,0.0
1175,0.0
4571,0.0
2957,0.0
4010,0.0
117,7.234177179749849
2862,0.0
879,2.7080502011022096
1029,6.957497370876951
466,0.6931471805599453
4323,0.0
3083,0.0
1901,2.772588722239781
1975,0.0
776,5.598421958998375
1786,0.0
4465,1.0986122886681098
4939,0.0
84,0.0
1665,0.0
3487,0.0
2789,0.0
2143,0.0
2199,0.0
511,0.0
3209,0.0
731,7.350516171833997
2220,0.0
2783,0.0
2002,0.0
4846,0.0
3666,0.0
4553,6.572282542694008
1633,1.0986122886681098
2757,3.8918202981106265
2859,0.0
1184,0.0
3122,6.80903930604298
3184,0.0
2055,0.0
4334,0.0
4083,5.8971538676367405
127,2.5649493574615367
164,0.0
4734,0.0
1510,0.0
3199,0.0
1319,0.0
2540,0.0
472,0.6931471805599453
1997,0.0
18,0.0
3952,0.0
2956,0.0
2042,0.0
2137,8.117610746466228
1025,5.71373280550937
97,0.0
4478,2.9444389791664403
3114,0.0
2835,0.0
3161,0.0
449,0.0
550,0.0
3744,3.3672958299864737
178,0.0
3654,0.0
1340,1.6094379124341005
4849,0.0
3548,0.0
3520,0.0
1591,0.0
1516,0.0
741,0.0
1769,5.857933154483459
4629,0.0
483,0.0
4686,0.0
2810,1.6094379124341005
2021,0.0
4936,0.0
1910,0.0
2485,0.0
780,4.394449154672439
77,0.0
1889,2.19722457733622
4609,0.0
673,0.0
2203,0.0
458,0.0
2865,0.0
752,0.0
121,1.791759469228055
3637,0.0
699,2.079441541679836
2924,0.0
4422,0.0
1492,6.202535517187923
4922,7.720905251936778
1948,0.0
2086,0.0
3365,0.0
31,0.0
2154,0.0
2758,3.828641396489095
69,0.0
1449,1.791759469228055
3175,0.0
3627,0.0
3877,0.0
3959,0.0
4742,0.0
3221,0.0
3146,4.30406509320417
1531,0.0
2432,0.0
4361,0.0
3574,0.0
3182,0.0
1912,0.0
504,0.0
339,0.0
3580,0.0
4682,0.0
798,3.6635616461296463
4687,0.0
4800,0.0
61,5.342334251964812
1775,0.0
2845,0.0
4921,7.547501682814968
2460,3.0910424533583165
4237,0.0
1567,0.0
4289,0.0
2848,0.0
1689,0.0
4153,5.680172609017067
2986,0.0
2419,0.0
4718,0.0
1568,0.0
3965,0.0
2339,6.493753839851687
2094,0.0
2041,0.0
4373,0.0
2200,0.0
2272,0.0
381,0.0
3864,0.0
2412,0.0
3912,6.86171134048073
1390,0.6931471805599453
4502,0.0
3914,5.41164605185504
1952,0.0
4162,6.858565034791365
2915,0.0
2342,5.673323267171493
4209,0.0
245,0.0
1439,0.0
1022,5.556828061699537
3233,0.0
411,0.0
2261,0.0
1062,0.0
4212,0.0
4895,0.0
4343,0.0
3561,0.0
665,0.0
4920,7.252762418053187
4651,4.927253685157205
4188,0.0
4930,0.0
114,0.0
3989,0.0
2302,0.0
2477,0.0
3250,0.0
118,5.834810737062606
1981,0.0
2180,0.0
162,0.0
263,0.0
4342,0.0
775,5.5333894887275195
4533,0.6931471805599453
4473,0.0
651,0.0
3723,0.0
4507,0.0
1170,0.0
4760,0.0
3011,0.0
4940,0.0
3874,0.0
4934,0.0
1368,0.0
897,0.0
928,0.0
14,0.0
2548,0.0
967,0.0
1106,0.0
4584,0.0
4336,0.0
3968,0.0
1254,1.791759469228055
2648,0.0
2923,0.0
4264,5.8200829303523625
4943,9.023167064451203
1639,2.5649493574615367
1133,0.0
4671,0.0
3519,0.0
1878,3.58351893845611
271,0.0
1473,4.0943445622220995
1547,0.0
4310,0.0
4655,5.666426688112433
4440,0.0
838,0.0
2195,0.0
1835,0.0
412,4.804021044733257
1712,1.6094379124341005
4438,6.39024066706535
2795,0.0
