,EG.CFT.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.FEC.RNEW.ZS,IT.MLT.MAIN.P2,SE.PRM.CMPT.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.NENR,SE.PRM.TCHR.FE.ZS,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.ENRR,SE.SEC.NENR,SH.ANM.ALLW.ZS,SH.DTH.COMM.ZS,SH.DYN.0514,SH.STA.BRTC.ZS,SL.AGR.EMPL.FE.ZS,SP.ADO.TFRT,TM.VAL.MRCH.R6.ZS,TX.VAL.MRCH.R6.ZS
344,0.9667222153149468,0.7256141906968478,0.5829694737884634,-0.9821694690367809,-0.1363229997612106,0.5423681621081662,-0.9920458047622872,0.6345128385346522,0.28193411759839393,0.9192583819779164,0.6495710432056689,0.8979400021327376,1.041877320744599,-0.8039434559835987,-0.6039463865451977,0.6836268181753229,-0.9844094924669651,-0.8797878065479471,-0.41644926937365506,-0.36992138578011413
3991,0.8622812559561471,0.7256141906968478,0.5295431806572192,-0.6817881976884457,0.11045840972818725,0.5423681621081662,-0.692469695792876,-0.17668033034257827,0.9489976516532389,0.2338973128010987,0.42016470095715813,0.6987436065123036,-0.4069508287025541,-0.891838456690347,-0.5145418327929403,0.6836268181753229,-0.9094777705555398,-0.7001076040231888,-0.41644926937365506,-0.44056860096869555
3206,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.8820423785873358,1.2456528933794173,1.6277748931261764,-0.39289358682346476,0.7820025056032396,-1.052192950511296,-0.48573180983455994,1.3050177353442713,0.818261443884564,-1.3728362616673229,-0.7599959556302246,-0.6039463865451977,0.7251398897669296,-0.9094777705555398,-1.0594680090727053,-0.34755856609919816,-0.36992138578011413
4340,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.24790413907418365,1.887284558051852,0.4971428816490825,-1.0669398320046402,0.4132783379317712,0.593230433490655,0.8507222750602347,0.5840263739918087,0.5393864900159565,-1.1313649034261306,-0.9357859570437211,-0.6933509402974553,0.7251398897669296,-0.9094777705555398,-1.104388059703895,-0.20977715955028434,-0.44056860096869555
4384,0.10508430060484984,0.6700805342848273,0.5295431806572192,1.0537480367686023,-0.777954664433645,0.58759344256725,0.05647057663065213,0.708257672068946,-0.20724580737515905,0.5080417404718258,0.19075835870864732,0.5792257691400433,0.07599188777983029,0.11895405143725789,-0.24632817153616776,0.18546995907604252,1.6007349134772053,-0.0936869205021295,-0.41644926937365506,-0.44056860096869555
3027,-0.7304433742655472,-1.356897924753926,0.2624117150009977,-0.8820423785873358,-0.6792421006378859,0.45191760118999874,0.35604668560006336,0.708257672068946,1.215823065275177,1.1934028096486435,0.42016470095715813,0.5393864900159565,-1.1313649034261306,-0.540258453863354,-0.3357327252884253,0.6421137465837162,0.2144980581158386,-0.6102675027608097,-0.41644926937365506,-0.44056860096869555
236,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.748539591321409,1.6405031485624542,0.6328187230263338,-0.5426816413081704,0.4870231714660649,0.3708759221390399,1.0220625423544392,2.4192771119798953,0.34019009439552245,-1.6947980726555791,-0.891838456690347,-0.6039463865451977,0.6836268181753229,-0.9094777705555398,-0.8124077306011628,-0.34755856609919816,-0.36992138578011413
2512,0.6533993372385479,0.7256141906968478,0.5295431806572192,0.15260422272359667,0.5053086649112238,0.5423681621081662,-0.7673637230352288,0.6345128385346522,1.304764869815823,-0.2801234890815146,0.5512540393848786,-0.2972383715898664,-0.4874412814496181,-0.9357859570437211,-0.42513727904068277,0.7251398897669296,-0.5348191609984136,-0.7899477052855679,-0.41644926937365506,-0.44056860096869555
1165,0.41840717868124877,0.7256141906968478,0.5829694737884634,-0.9821694690367809,1.0482277657878991,-0.1360110447780901,-1.141833859246993,0.708257672068946,0.5487595312203319,0.7479181146837119,0.7478880470264593,0.6589043273882168,-0.32646037595549005,-0.7160484552768505,-0.5145418327929403,0.6836268181753229,-0.7221484657769768,-0.38566724960486176,-0.34755856609919816,-0.1579797402143699
4590,0.914501735635547,0.6978473624908376,0.5295431806572192,-0.9821694690367809,-0.5311732549442472,0.09011535751732869,-0.6175756685505231,-0.0291906632739909,-0.296187611915805,0.439505633554144,0.8789773854541797,0.7784221647604772,0.15648234052689436,0.031059050730509633,-0.24632817153616776,0.6836268181753229,-0.12269469048557492,-0.6551875533919992,-0.41644926937365506,-0.44056860096869555
3999,0.8622812559561471,0.7256141906968478,0.5829694737884634,-0.5482854104225189,-0.3337481273527289,0.22579119889457996,-0.692469695792876,-0.32416999741116564,0.9934685539235619,0.439505633554144,0.42016470095715813,0.6589043273882168,-0.24596992320842595,-0.891838456690347,-0.6039463865451977,0.6421137465837162,-0.9469436315112525,-0.6102675027608097,-0.41644926937365506,-0.44056860096869555
448,0.49673789820034847,0.17027762657664156,0.3692643012634863,0.15260422272359667,-0.4818169730463676,0.36146704027183124,-0.1682115050964063,0.4132783379317712,0.14852141078742495,-0.48573180983455994,-0.13696498736065385,-0.17772053421760597,-0.5679317341966822,-0.32052095209648335,-0.3357327252884253,0.4760614602172894,-0.8720119095998272,0.5576538136501193,-0.41644926937365506,-0.44056860096869555
1169,0.41840717868124877,0.7256141906968478,0.5829694737884634,-0.9821694690367809,0.8014463562985013,-0.1360110447780901,-1.141833859246993,0.708257672068946,0.5487595312203319,0.7479181146837119,0.28907536252943766,0.6589043273882168,-0.32646037595549005,-0.7160484552768505,-0.5145418327929403,0.6836268181753229,-0.7221484657769768,-0.5204274014984305,-0.41644926937365506,-0.36992138578011413
4568,0.9406119754752469,0.7256141906968478,0.5829694737884634,-0.5149097136060372,0.11045840972818725,0.4971428816490825,-0.6175756685505231,0.6345128385346522,-0.20724580737515905,0.8164542216013938,0.19075835870864732,0.49954721089186965,-0.08498901771429783,-0.8478909563369729,-0.3357327252884253,0.5175745318088961,0.4767590848058269,-0.40812727492045653,-0.34755856609919816,-0.36992138578011413
3503,-1.4354198499374446,-1.801167176050091,-1.2335244926738425,0.9202452495026756,-0.9753797920251633,-1.7188958608460214,0.8803048762965331,-0.10293549680828458,-1.319018364133234,-1.7879178412705137,-2.0049880599556706,-0.17772053421760597,0.5589346042622146,1.1736940599182368,0.4689082584818922,-1.807157477321079,1.825530079211481,0.24321345923179233,-0.41644926937365506,-0.44056860096869555
4071,-1.5920812889756442,-0.746027704221699,-0.21842492318020093,-0.41478262315659215,-0.4818169730463676,0.09011535751732869,1.4794570942353555,-1.5040873339598646,0.19299231305774794,-0.04024711486962839,-2.398256075238832,-1.4924167453124704,0.3174632460210225,1.7450115645121007,1.4523583497567247,-3.05254962506928,-0.6846826048212642,0.5576538136501193,0.6169112797431986,0.5484924116714442
2575,-0.7304433742655472,-1.023695986281802,-1.0198193201488652,0.7533667654202671,-0.9753797920251633,0.2710164793536637,0.5807287673271219,0.4132783379317712,0.28193411759839393,-0.6228040236699235,-0.5302330026438152,-1.0541846749475157,-0.16547947046136188,1.52527406274523,0.11129004347286223,-0.22966075684002446,-0.9094777705555398,0.8945541933840412,5.370369805680726,2.385320006574561
3273,-0.6521126547464475,-0.6349603913976576,0.2624117150009977,0.7867424622367488,-0.8273109463315246,-0.36213744707350887,0.8054108490541803,0.33953350439747754,0.45981772667968596,-0.451463756375719,-0.4319159988230249,-1.0541846749475157,-1.1313649034261306,-0.10078345032961274,-0.15692361778391026,-0.6863045443476982,-0.6097508829098389,1.2539145984335578,-0.41644926937365506,-0.36992138578011413
3135,-0.7304433742655472,-1.4679652375779673,-1.0198193201488652,0.08585282909063327,-0.6792421006378859,0.13534063797641244,0.6556227945694746,0.11829900379459647,-0.16277490510483603,-0.6913401305876052,-0.4974606680368851,-0.7753097210789079,0.3174632460210225,1.6571165638053524,0.5583128122341497,-0.31268690002323785,-0.04776296857414969,0.6474939149124985,5.50815121222964,2.1027311458202353
205,0.8622812559561471,0.7256141906968478,0.5829694737884634,-0.4815340167895555,-0.18567928165909017,0.09011535751732869,-0.692469695792876,0.19204383732889016,1.438177576626792,0.7136500612248711,0.1579860241017172,0.7784221647604772,-0.0044985649672337705,-0.9797334573970953,-0.6039463865451977,0.6836268181753229,0.25196391907155125,-0.7225676293387836,-0.41644926937365506,-0.44056860096869555
3203,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.9487937722202993,1.393721739073056,1.6277748931261764,-0.39289358682346476,0.7820025056032396,-1.052192950511296,-0.48573180983455994,1.3705624045581315,0.818261443884564,-1.3728362616673229,-0.7599959556302246,-0.6039463865451977,0.7251398897669296,-0.9094777705555398,-1.0370079837571107,-0.34755856609919816,-0.36992138578011413
2065,-0.6260024149067476,0.2535781111946725,0.42269059439473056,0.21935561635656003,-0.9260235101272838,0.58759344256725,0.505834740084769,0.33953350439747754,-0.829838439159681,0.5080417404718258,-0.16973732196758395,-0.2573990924657796,1.7662913954681756,0.11895405143725789,-0.15692361778391026,-0.06360847047359766,1.1886104429643667,-0.7450276546543784,0.06578565354754332,0.12460912053995576
607,0.7317300567576477,0.36464542401871375,0.5295431806572192,0.553112584521377,0.011745845932428112,0.6780440034854175,-0.24310553233875912,0.4870231714660649,0.8600558471125929,0.8849903285190756,0.7478880470264593,-0.3370776507139532,-0.16547947046136188,-0.32052095209648335,-0.42513727904068277,0.6006006749921095,-0.6097508829098389,0.4678137123877402,-0.07199575300137051,-0.2286269554029513
420,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.9487937722202993,1.295009175277297,0.768494564403585,-0.39289358682346476,0.708257672068946,1.393706674356469,0.8164542216013938,2.615911119621476,1.1369756768772585,-1.3728362616673229,-0.7599959556302246,-0.6039463865451977,0.6836268181753229,-0.9469436315112525,-0.9471678824947315,-0.34755856609919816,-0.36992138578011413
2158,0.9667222153149468,0.7256141906968478,0.5829694737884634,-0.6817881976884457,0.9988714838900196,-1.4023188976324352,-0.6175756685505231,0.5607680050003586,0.7266431403016239,0.9192583819779164,1.2722454007373412,1.2166542351254321,-1.2118553561731946,-0.8478909563369729,-0.6933509402974553,0.6836268181753229,-0.9469436315112525,-0.992087933125921,-0.41644926937365506,-0.44056860096869555
846,0.9667222153149468,0.7256141906968478,0.5829694737884634,-0.9821694690367809,1.6898594304603338,0.45191760118999874,-0.8422577502775817,0.8557473391375333,0.9045267493829159,-0.9312165047994915,1.1411560623096206,1.2564935142495188,-1.6143076199085151,-0.8478909563369729,-0.6039463865451977,0.7251398897669296,-0.9844094924669651,-0.992087933125921,-0.41644926937365506,-0.44056860096869555
2655,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.41478262315659215,0.2091709735239464,0.7232692839445013,-0.8422577502775817,0.5607680050003586,1.304764869815823,0.8507222750602347,0.9117497200611099,1.2564935142495188,-0.5679317341966822,-0.9797334573970953,-0.5145418327929403,0.7251398897669296,-0.6846826048212642,-0.7674876799699731,-0.41644926937365506,-0.44056860096869555
1236,0.9667222153149468,0.7256141906968478,0.5829694737884634,0.019101435457669888,0.6533775106048626,0.5423681621081662,-1.0669398320046402,0.7820025056032396,0.05957960624677895,0.7821861681425529,1.6655134160205025,0.8581007230086508,-1.2118553561731946,-0.8039434559835987,-0.6933509402974553,0.5175745318088961,-0.9844094924669651,-1.0819280343883002,-0.41644926937365506,-0.44056860096869555
4475,-1.5659710491359442,-1.6900998632260498,-1.126671906411354,1.1204994304015659,-0.8766672282294041,-1.447544178091519,1.4045630669930027,0.04455417026030278,-2.475261823161632,-1.685113680893991,-1.0873626909616272,-1.771291699181078,1.7662913954681756,1.7450115645121007,1.9887856722702697,-1.2674875466301918,0.6266225286286774,0.8945541933840412,0.5480205764687417,4.787325322986329
1791,0.8100607762767473,0.7256141906968478,0.5829694737884634,-0.4815340167895555,-0.18567928165909017,0.36146704027183124,-1.141833859246993,0.7820025056032396,0.14852141078742495,0.7136500612248711,0.8462050508472496,1.017457839504998,-1.1313649034261306,-0.6281534545701022,-0.6039463865451977,-0.5202522579812713,-0.5722850219541263,-1.0370079837571107,-0.41644926937365506,-0.44056860096869555
563,-0.3387897766700486,0.7256141906968478,0.5295431806572192,-0.5149097136060372,0.35723981921758513,0.31624175981274744,-0.5426816413081704,0.33953350439747754,-0.16277490510483603,0.33670147317762134,0.35462003174329787,0.34019009439552245,-0.24596992320842595,-0.9797334573970953,-0.6039463865451977,0.6836268181753229,-0.16016055144128755,-0.8348677559167575,-0.41644926937365506,-0.44056860096869555
418,0.9667222153149468,0.7256141906968478,0.5295431806572192,-0.9487937722202993,1.4430780209709357,0.768494564403585,-0.39289358682346476,0.7820025056032396,1.393706674356469,0.8164542216013938,2.4520494465868254,1.057297118629085,-1.3728362616673229,-0.7599959556302246,-0.6039463865451977,0.6836268181753229,-0.9844094924669651,-0.9471678824947315,-0.27866786282474126,-0.36992138578011413
4765,0.8622812559561471,0.3924122522247241,0.5295431806572192,0.28610700998952343,0.35723981921758513,0.5423681621081662,-0.3179995595811119,0.33953350439747754,1.304764869815823,-0.17731932870499192,0.6495710432056689,0.9776185603809112,-0.7289126396908103,-0.7599959556302246,-0.5145418327929403,0.6836268181753229,-0.7970801876884019,0.2881335098629819,-0.20977715955028434,-0.36992138578011413
3611,0.9667222153149468,0.7256141906968478,0.5829694737884634,-0.18115274544122026,0.94951520199214,0.9041704057808363,-1.0669398320046402,0.5607680050003586,0.7711140425719469,0.8164542216013938,1.0100667238819,1.057297118629085,-1.0508744506790666,-0.8478909563369729,-0.6039463865451977,0.6836268181753229,-0.42242157813127584,-0.7225676293387836,-0.20977715955028434,-0.2992741705915327
3841,0.8361710161164473,-1.8567008324621115,-1.126671906411354,0.6866153717873037,-0.9260235101272838,-2.487725628650445,2.453079448385942,-2.5365150034399764,-0.696425732348712,-2.1991344827766044,-2.1033050637764608,1.1369756768772585,2.410215017444688,-0.6281534545701022,-0.6039463865451977,-1.516565976179832,0.7015542505401026,1.2763746237491527,0.341348466645371,1.3256117787458397
4324,0.9667222153149468,0.7256141906968478,0.5829694737884634,0.7867424622367488,0.15981469162606682,0.768494564403585,-0.9171517775199345,0.8557473391375333,0.3708759221390399,1.090598649272121,2.4192771119798953,1.2564935142495188,-1.1313649034261306,-0.8478909563369729,-0.6933509402974553,-0.10512154206520437,-0.9844094924669651,-1.0594680090727053,-0.34755856609919816,-0.44056860096869555
